,sentence,tokens,slots
98,poleć mi coś co opisuje problematykę z dziedziną stopy bezrobocia,"['poleć', 'mi', 'coś', 'co', 'opisuje', 'problematykę', 'z', 'dziedziną', 'stopy', 'bezrobocia']","['O', 'O', 'Doc_type', 'O', 'O', 'O', 'O', 'O', 'B-keyword', 'I-keyword']"
99,"zapodaj publikację, esej mający elementy modlitwy","['zapodaj', 'publikację', ',', 'esej', 'mający', 'elementy', 'modlitwy']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'B-keyword']"
100,szukam podręcznika mającego elementy wielokulturowości albo wsparcia,"['szukam', 'podręcznika', 'mającego', 'elementy', 'wielokulturowości', 'albo', 'wsparcia']","['O', 'Doc_type', 'O', 'O', 'B-keyword', 'B-Choice-or', 'B-keyword']"
101,"zapodaj mi skrypt ewentualnie patent wyjaśniający gospodarstwo węgierski, księgi pamiątkowej","['zapodaj', 'mi', 'skrypt', 'ewentualnie', 'patent', 'wyjaśniający', 'gospodarstwo', 'węgierski', ',', 'księgi', 'pamiątkowej']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'I-keyword']"
102,znajdź mi normę,"['znajdź', 'mi', 'normę']","['O', 'O', 'Doc_type']"
103,"polecisz mi recenzję, skrypt bądź książkę z elementami lojalności konsumencki","['polecisz', 'mi', 'recenzję', ',', 'skrypt', 'bądź', 'książkę', 'z', 'elementami', 'lojalności', 'konsumencki']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'B-keyword', 'I-keyword']"
104,zapodaj mi skrypty bądź normy odnośnie tematu tekstów,"['zapodaj', 'mi', 'skrypty', 'bądź', 'normy', 'odnośnie', 'tematu', 'tekstów']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'B-keyword']"
105,"zaproponuj prace, publikacje, rozprawy bądź skrypty mające elementy takie jak człowiek oraz jednocześnie obrady","['zaproponuj', 'prace', ',', 'publikacje', ',', 'rozprawy', 'bądź', 'skrypty', 'mające', 'elementy', 'takie', 'jak', 'człowiek', 'oraz', 'jednocześnie', 'obrady']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'O', 'B-keyword', 'B-Choice-and', 'I-Choice-and', 'B-keyword']"
106,"już bym wolał esej, encyklopedię, pracę albo normę","['już', 'bym', 'wolał', 'esej', ',', 'encyklopedię', ',', 'pracę', 'albo', 'normę']","['O', 'O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type']"
107,"jestem bardziej zainteresowany szpital ruchomy, 2006-2008, tegoż albo społecznego poczucia samotności","['jestem', 'bardziej', 'zainteresowany', 'szpital', 'ruchomy', ',', '2006-2008', ',', 'tegoż', 'albo', 'społecznego', 'poczucia', 'samotności']","['O', 'O', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'O', 'B-keyword', 'B-Choice-or', 'B-keyword', 'I-keyword', 'I-keyword']"
108,może być esej odnośnie kontynentu a także Warszawy,"['może', 'być', 'esej', 'odnośnie', 'kontynentu', 'a', 'także', 'Warszawy']","['O', 'O', 'Doc_type', 'O', 'B-keyword', 'B-Choice-and', 'I-Choice-and', 'B-keyword']"
109,"polecisz mi publikację, patent omawiający tematykę związaną z tematem badania naukowy, życia oraz jednocześnie wieku","['polecisz', 'mi', 'publikację', ',', 'patent', 'omawiający', 'tematykę', 'związaną', 'z', 'tematem', 'badania', 'naukowy', ',', 'życia', 'oraz', 'jednocześnie', 'wieku']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'O', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'B-Choice-and', 'I-Choice-and', 'B-keyword']"
110,"niech będą skrypty, publikacje, recenzje ewentualnie rozprawy","['niech', 'będą', 'skrypty', ',', 'publikacje', ',', 'recenzje', 'ewentualnie', 'rozprawy']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type']"
111,"bardziej interesuje mnie wysokim poziomem stresu, kapitał własny, osoba oraz jednocześnie pracy","['bardziej', 'interesuje', 'mnie', 'wysokim', 'poziomem', 'stresu', ',', 'kapitał', 'własny', ',', 'osoba', 'oraz', 'jednocześnie', 'pracy']","['O', 'O', 'O', 'B-keyword', 'I-keyword', 'I-keyword', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'B-Choice-and', 'I-Choice-and', 'B-keyword']"
112,"znajdź recenzję, skrypt, podręcznik ewentualnie esej","['znajdź', 'recenzję', ',', 'skrypt', ',', 'podręcznik', 'ewentualnie', 'esej']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type']"
113,"niech będzie farmy, pomoc społeczny, aerodynamics lub sugihara","['niech', 'będzie', 'farmy', ',', 'pomoc', 'społeczny', ',', 'aerodynamics', 'lub', 'sugihara']","['O', 'O', 'B-keyword', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'B-Choice-or', 'B-keyword']"
114,niech będą dokumenty odnośnie kwestii progów czucia wibracji,"['niech', 'będą', 'dokumenty', 'odnośnie', 'kwestii', 'progów', 'czucia', 'wibracji']","['O', 'O', 'Doc_type', 'O', 'O', 'B-keyword', 'I-keyword', 'I-keyword']"
115,"niech będzie patent, encyklopedia, rozprawa lub coś","['niech', 'będzie', 'patent', ',', 'encyklopedia', ',', 'rozprawa', 'lub', 'coś']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type']"
116,"poleć patenty lub prace omawiające management review, wskaźnik zmiana oraz jednocześnie język","['poleć', 'patenty', 'lub', 'prace', 'omawiające', 'management', 'review', ',', 'wskaźnik', 'zmiana', 'oraz', 'jednocześnie', 'język']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'I-keyword', 'B-Choice-and', 'I-Choice-and', 'B-keyword']"
117,"wybieram majak, zakładu ubezpieczeń oraz jednocześnie wydawnictwo naukowy","['wybieram', 'majak', ',', 'zakładu', 'ubezpieczeń', 'oraz', 'jednocześnie', 'wydawnictwo', 'naukowy']","['O', 'B-keyword', 'O', 'B-keyword', 'I-keyword', 'B-Choice-and', 'I-Choice-and', 'B-keyword', 'I-keyword']"
118,"chciałbym encyklopedie, rozprawy, dokumenty ewentualnie publikacje","['chciałbym', 'encyklopedie', ',', 'rozprawy', ',', 'dokumenty', 'ewentualnie', 'publikacje']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type']"
119,poleć patent poświęcony problemowi zarządzania ryzykiem a także stabilności polityczna,"['poleć', 'patent', 'poświęcony', 'problemowi', 'zarządzania', 'ryzykiem', 'a', 'także', 'stabilności', 'polityczna']","['O', 'Doc_type', 'O', 'O', 'B-keyword', 'I-keyword', 'B-Choice-and', 'I-Choice-and', 'B-keyword', 'I-keyword']"
120,niech będzie wzrostu,"['niech', 'będzie', 'wzrostu']","['O', 'O', 'B-keyword']"
121,chcę patent w zakresie nato,"['chcę', 'patent', 'w', 'zakresie', 'nato']","['O', 'Doc_type', 'O', 'O', 'B-keyword']"
122,"niech już będzie gospodarka wodny, socjologia wiedzy lub dydaktyka zdobnictwo","['niech', 'już', 'będzie', 'gospodarka', 'wodny', ',', 'socjologia', 'wiedzy', 'lub', 'dydaktyka', 'zdobnictwo']","['O', 'O', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'I-keyword', 'B-Choice-or', 'B-keyword', 'I-keyword']"
123,"chciałbym rozprawy w kwestii medialnej perspektywa rosji, kolei, skomplikowanych zadanie oraz jednocześnie konsekrowana","['chciałbym', 'rozprawy', 'w', 'kwestii', 'medialnej', 'perspektywa', 'rosji', ',', 'kolei', ',', 'skomplikowanych', 'zadanie', 'oraz', 'jednocześnie', 'konsekrowana']","['O', 'Doc_type', 'O', 'O', 'B-keyword', 'I-keyword', 'I-keyword', 'O', 'B-keyword', 'O', 'B-keyword', 'I-keyword', 'B-Choice-and', 'I-Choice-and', 'B-keyword']"
124,"weź mi poleć rozprawę z udziału kobiet, dzieckiem, года в абези","['weź', 'mi', 'poleć', 'rozprawę', 'z', 'udziału', 'kobiet', ',', 'dzieckiem', ',', 'года', 'в', 'абези']","['O', 'O', 'O', 'Doc_type', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'O', 'B-keyword', 'I-keyword', 'I-keyword']"
125,bardziej pasuje mi normy,"['bardziej', 'pasuje', 'mi', 'normy']","['O', 'O', 'O', 'Doc_type']"
126,"chcę coś opisującego tematykę polskiego turysta, osoby ewentualnie autora","['chcę', 'coś', 'opisującego', 'tematykę', 'polskiego', 'turysta', ',', 'osoby', 'ewentualnie', 'autora']","['O', 'Doc_type', 'O', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'B-Choice-or', 'B-keyword']"
127,"znajdź mi książki lub recenzje związane z problemem towaru, całkowitą zawartość związków, zeszyty naukowe towarzystwa bądź niepowiedzeń","['znajdź', 'mi', 'książki', 'lub', 'recenzje', 'związane', 'z', 'problemem', 'towaru', ',', 'całkowitą', 'zawartość', 'związków', ',', 'zeszyty', 'naukowe', 'towarzystwa', 'bądź', 'niepowiedzeń']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'B-keyword', 'O', 'B-keyword', 'I-keyword', 'I-keyword', 'O', 'B-keyword', 'I-keyword', 'I-keyword', 'B-Choice-or', 'B-keyword']"
128,"zapodaj mi normę, skrypt ewentualnie recenzję związaną z problemem fajfra","['zapodaj', 'mi', 'normę', ',', 'skrypt', 'ewentualnie', 'recenzję', 'związaną', 'z', 'problemem', 'fajfra']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'B-keyword']"
129,"bardziej interesuje mnie norma, patent bądź recenzja","['bardziej', 'interesuje', 'mnie', 'norma', ',', 'patent', 'bądź', 'recenzja']","['O', 'O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type']"
130,szukam prac w której są : treści,"['szukam', 'prac', 'w', 'której', 'są', ':', 'treści']","['O', 'Doc_type', 'O', 'O', 'O', 'O', 'B-keyword']"
131,"niech będzie rozprawa w tematyce innych, politycznych, badań granicy lub koncepcji budżetu zadaniowego","['niech', 'będzie', 'rozprawa', 'w', 'tematyce', 'innych', ',', 'politycznych', ',', 'badań', 'granicy', 'lub', 'koncepcji', 'budżetu', 'zadaniowego']","['O', 'O', 'Doc_type', 'O', 'O', 'B-keyword', 'O', 'B-keyword', 'O', 'B-keyword', 'I-keyword', 'B-Choice-or', 'B-keyword', 'I-keyword', 'I-keyword']"
132,no to może być odpowiedzialność karny,"['no', 'to', 'może', 'być', 'odpowiedzialność', 'karny']","['O', 'O', 'O', 'O', 'B-keyword', 'I-keyword']"
133,"niech będzie skrypt opisujący tarasiev,iicz studia","['niech', 'będzie', 'skrypt', 'opisujący', 'tarasiev,iicz', 'studia']","['O', 'O', 'Doc_type', 'O', 'B-keyword', 'I-keyword']"
134,polecisz mi dokument albo esej odnoszący się do problemu walesiak,"['polecisz', 'mi', 'dokument', 'albo', 'esej', 'odnoszący', 'się', 'do', 'problemu', 'walesiak']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'O', 'B-keyword']"
135,masz może encyklopedie z elementami zmiany zatrudnienie,"['masz', 'może', 'encyklopedie', 'z', 'elementami', 'zmiany', 'zatrudnienie']","['O', 'O', 'Doc_type', 'O', 'O', 'B-keyword', 'I-keyword']"
136,"chciałabym artykuły, recenzje, eseje albo książki odnoszące się do detencji","['chciałabym', 'artykuły', ',', 'recenzje', ',', 'eseje', 'albo', 'książki', 'odnoszące', 'się', 'do', 'detencji']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'B-keyword']"
137,"jestem bardziej zainteresowany encyklopedie, rozprawy, eseje bądź artykuły","['jestem', 'bardziej', 'zainteresowany', 'encyklopedie', ',', 'rozprawy', ',', 'eseje', 'bądź', 'artykuły']","['O', 'O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type']"
138,niech będą schlegel albo symbolika hellenistyczny,"['niech', 'będą', 'schlegel', 'albo', 'symbolika', 'hellenistyczny']","['O', 'O', 'B-keyword', 'B-Choice-or', 'B-keyword', 'I-keyword']"
139,wybieram artykuły lub coś,"['wybieram', 'artykuły', 'lub', 'coś']","['O', 'Doc_type', 'O', 'Doc_type']"
140,weź mi poleć seriali,"['weź', 'mi', 'poleć', 'seriali']","['O', 'O', 'O', 'B-keyword']"
141,poleć eseje tyczące się problematyki latach xxi wieku ewentualnie bohatera,"['poleć', 'eseje', 'tyczące', 'się', 'problematyki', 'latach', 'xxi', 'wieku', 'ewentualnie', 'bohatera']","['O', 'Doc_type', 'O', 'O', 'O', 'B-keyword', 'I-keyword', 'I-keyword', 'B-Choice-or', 'B-keyword']"
142,"weź mi poleć encyklopedie, rozprawy, artykuły bądź prace związane z problemem potencjału badawczy a także cyfrowa artykuł","['weź', 'mi', 'poleć', 'encyklopedie', ',', 'rozprawy', ',', 'artykuły', 'bądź', 'prace', 'związane', 'z', 'problemem', 'potencjału', 'badawczy', 'a', 'także', 'cyfrowa', 'artykuł']","['O', 'O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'B-keyword', 'I-keyword', 'B-Choice-and', 'I-Choice-and', 'B-keyword', 'I-keyword']"
143,chciałabym skrypt,"['chciałabym', 'skrypt']","['O', 'Doc_type']"
144,wybieram gospodarkę żywnościowy,"['wybieram', 'gospodarkę', 'żywnościowy']","['O', 'B-keyword', 'I-keyword']"
145,może być patent lub encyklopedia tycząca się tematu otchłana,"['może', 'być', 'patent', 'lub', 'encyklopedia', 'tycząca', 'się', 'tematu', 'otchłana']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'B-keyword']"
146,"chcę publikacje, normy, eseje albo skrypty o tagach zeszyt dwudziesty łódź, praca oraz nodata topoclimates","['chcę', 'publikacje', ',', 'normy', ',', 'eseje', 'albo', 'skrypty', 'o', 'tagach', 'zeszyt', 'dwudziesty', 'łódź', ',', 'praca', 'oraz', 'nodata', 'topoclimates']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'B-keyword', 'I-keyword', 'I-keyword', 'O', 'B-keyword', 'B-Choice-and', 'B-keyword', 'I-keyword']"
147,"daj recenzję, skrypt, pracę ewentualnie normę posiadającą regionalnych","['daj', 'recenzję', ',', 'skrypt', ',', 'pracę', 'ewentualnie', 'normę', 'posiadającą', 'regionalnych']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'B-keyword']"
148,no to mogą być xviii ewentualnie usług,"['no', 'to', 'mogą', 'być', 'xviii', 'ewentualnie', 'usług']","['O', 'O', 'O', 'O', 'B-keyword', 'B-Choice-or', 'B-keyword']"
149,"chcę patent, rozprawę ewentualnie coś","['chcę', 'patent', ',', 'rozprawę', 'ewentualnie', 'coś']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type']"
150,chcę skrypt omawiający problematykę kielcach,"['chcę', 'skrypt', 'omawiający', 'problematykę', 'kielcach']","['O', 'Doc_type', 'O', 'O', 'B-keyword']"
151,znajdź zdolność państwo oraz jednocześnie rodziców,"['znajdź', 'zdolność', 'państwo', 'oraz', 'jednocześnie', 'rodziców']","['O', 'B-keyword', 'I-keyword', 'B-Choice-and', 'I-Choice-and', 'B-keyword']"
152,"niech będą książki mówiące o temacie pawła białynicki-birula, ustawy, heidegger a także aktywów sektora bankowego","['niech', 'będą', 'książki', 'mówiące', 'o', 'temacie', 'pawła', 'białynicki-birula', ',', 'ustawy', ',', 'heidegger', 'a', 'także', 'aktywów', 'sektora', 'bankowego']","['O', 'O', 'Doc_type', 'O', 'O', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'O', 'B-keyword', 'B-Choice-and', 'I-Choice-and', 'B-keyword', 'I-keyword', 'I-keyword']"
153,"no to dokumenty, prace, eseje lub patenty mające związek z problemem wyczynowo albo podatku","['no', 'to', 'dokumenty', ',', 'prace', ',', 'eseje', 'lub', 'patenty', 'mające', 'związek', 'z', 'problemem', 'wyczynowo', 'albo', 'podatku']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'O', 'B-keyword', 'B-Choice-or', 'B-keyword']"
154,"może być skrypt, encyklopedia, podręcznik bądź artykuł odnośnie tematu wytwarzania energii","['może', 'być', 'skrypt', ',', 'encyklopedia', ',', 'podręcznik', 'bądź', 'artykuł', 'odnośnie', 'tematu', 'wytwarzania', 'energii']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'B-keyword', 'I-keyword']"
155,potrzebuję encyklopedii informujących o ludności ormiańskiej i uniwersytetowi warszawski abstract,"['potrzebuję', 'encyklopedii', 'informujących', 'o', 'ludności', 'ormiańskiej', 'i', 'uniwersytetowi', 'warszawski', 'abstract']","['O', 'Doc_type', 'O', 'O', 'B-keyword', 'I-keyword', 'B-Choice-and', 'B-keyword', 'I-keyword', 'I-keyword']"
156,"weź mi poleć publikację poruszającą problematykę z tematem negocjacji, względem teorii queer, kultury oraz wzgl","['weź', 'mi', 'poleć', 'publikację', 'poruszającą', 'problematykę', 'z', 'tematem', 'negocjacji', ',', 'względem', 'teorii', 'queer', ',', 'kultury', 'oraz', 'wzgl']","['O', 'O', 'O', 'Doc_type', 'O', 'O', 'O', 'O', 'B-keyword', 'O', 'B-keyword', 'I-keyword', 'I-keyword', 'O', 'B-keyword', 'B-Choice-and', 'B-keyword']"
157,"niech będą książki, recenzje ewentualnie normy","['niech', 'będą', 'książki', ',', 'recenzje', 'ewentualnie', 'normy']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type']"
158,"weź mi daj artykuły, podręczniki, eseje, coś odnoszącego się do tematu emisji bądź filozofii społeczny","['weź', 'mi', 'daj', 'artykuły', ',', 'podręczniki', ',', 'eseje', ',', 'coś', 'odnoszącego', 'się', 'do', 'tematu', 'emisji', 'bądź', 'filozofii', 'społeczny']","['O', 'O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'O', 'B-keyword', 'B-Choice-or', 'B-keyword', 'I-keyword']"
159,zapodaj mi patenty zawierające pracownika,"['zapodaj', 'mi', 'patenty', 'zawierające', 'pracownika']","['O', 'O', 'Doc_type', 'O', 'B-keyword']"
160,no to niech będą rozprawy,"['no', 'to', 'niech', 'będą', 'rozprawy']","['O', 'O', 'O', 'O', 'Doc_type']"
161,chcę prace ewentualnie publikacje wyjaśniające środek finansowy oraz jednocześnie medium reklamowy,"['chcę', 'prace', 'ewentualnie', 'publikacje', 'wyjaśniające', 'środek', 'finansowy', 'oraz', 'jednocześnie', 'medium', 'reklamowy']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'B-keyword', 'I-keyword', 'B-Choice-and', 'I-Choice-and', 'B-keyword', 'I-keyword']"
162,"daj patenty w którym znajdę aryjskich strona, recyklingu, wieku i osób uprawiających","['daj', 'patenty', 'w', 'którym', 'znajdę', 'aryjskich', 'strona', ',', 'recyklingu', ',', 'wieku', 'i', 'osób', 'uprawiających']","['O', 'Doc_type', 'O', 'O', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'O', 'B-keyword', 'B-Choice-and', 'B-keyword', 'I-keyword']"
163,"szukam nowego jedwabny szlak, rozwoju obszarów, scientology bądź nowego forma","['szukam', 'nowego', 'jedwabny', 'szlak', ',', 'rozwoju', 'obszarów', ',', 'scientology', 'bądź', 'nowego', 'forma']","['O', 'B-keyword', 'I-keyword', 'I-keyword', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'B-Choice-or', 'B-keyword', 'I-keyword']"
164,może być artykuł w dziedzinie województwa,"['może', 'być', 'artykuł', 'w', 'dziedzinie', 'województwa']","['O', 'O', 'Doc_type', 'O', 'O', 'B-keyword']"
165,chciałbym eseje ewentualnie prace,"['chciałbym', 'eseje', 'ewentualnie', 'prace']","['O', 'Doc_type', 'O', 'Doc_type']"
166,szukam norm bądź czegoś dotyczącego Karoliny studnicki,"['szukam', 'norm', 'bądź', 'czegoś', 'dotyczącego', 'Karoliny', 'studnicki']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'B-keyword', 'I-keyword']"
167,"weź mi poleć dokument który wyjaśni mi tematykę innowacyjności przedsiębiorstw województw, obrazu, pracy a także roli","['weź', 'mi', 'poleć', 'dokument', 'który', 'wyjaśni', 'mi', 'tematykę', 'innowacyjności', 'przedsiębiorstw', 'województw', ',', 'obrazu', ',', 'pracy', 'a', 'także', 'roli']","['O', 'O', 'O', 'Doc_type', 'O', 'O', 'O', 'O', 'B-keyword', 'I-keyword', 'I-keyword', 'O', 'B-keyword', 'O', 'B-keyword', 'B-Choice-and', 'I-Choice-and', 'B-keyword']"
168,"szukam publikacji, normy","['szukam', 'publikacji', ',', 'normy']","['O', 'Doc_type', 'O', 'Doc_type']"
169,"weź mi daj publikacje, rozprawy, książki bądź prace","['weź', 'mi', 'daj', 'publikacje', ',', 'rozprawy', ',', 'książki', 'bądź', 'prace']","['O', 'O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type']"
170,zaproponuj mi publikację obejmującą grup interesariuszy lub bibliotekę,"['zaproponuj', 'mi', 'publikację', 'obejmującą', 'grup', 'interesariuszy', 'lub', 'bibliotekę']","['O', 'O', 'Doc_type', 'O', 'B-keyword', 'I-keyword', 'B-Choice-or', 'B-keyword']"
171,"zaproponuj mi rozprawy mówiące o temacie małżowiny uszny, terenu impreza ewentualnie ewangelizacj","['zaproponuj', 'mi', 'rozprawy', 'mówiące', 'o', 'temacie', 'małżowiny', 'uszny', ',', 'terenu', 'impreza', 'ewentualnie', 'ewangelizacj']","['O', 'O', 'Doc_type', 'O', 'O', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'I-keyword', 'B-Choice-or', 'B-keyword']"
172,szukam patentów związanych z tematem sekty lub otwartości,"['szukam', 'patentów', 'związanych', 'z', 'tematem', 'sekty', 'lub', 'otwartości']","['O', 'Doc_type', 'O', 'O', 'O', 'B-keyword', 'B-Choice-or', 'B-keyword']"
